Item number;Name;Station code
1026;Veneslavovka;426907
1027;Ventspils (exp.);98306
1028;Ventspils;98206
1029;Ventspils II (OP.);98136
1030;Verases (OP.);130399
1031;Willow;350604
1032;Willow (OP.);131724
1033;Verbka;354501
1034;Werbki (rzd.);427539
1035;Recruitment (OP);443917
1036;Verbovtsy (OP.);334226
1037;Willow (rzd.);666215
1038;Vergievka;336013
1039;Vergunka (rzd.);507339
1040;Verezhen (rzd.);394231
1041;Vereians;146147
1042;Vereytsy-joint;146096
1043;Veremeiki;158106
1044;Verenchanka;365807
1045;Verenki (OP.);163814
1046;Veresoch;325316
1047;Veresy (OP.);345644
1048;Veretei (OP.);164431
1049;Vereshchakovka (OP.);440228
1050;Verinsky Plant;445005
1051;Veriora;85102
1052;Vernigorodok (OP.);342735
1053;Verovka (rzd.);348411
1054;Verovoisha (OP.);142177
1055;Verolyubovka (OP.);491662
1056;Verteevka;325424
1057;Tops (OP.);146011
1058;Verhnedvinsk;161804
1059;Verkhnedneprovsk;456300
1060;Verkhnezgar (OP.);424719
1061;Upper cyanoid;376917
1062;Upper Gai;376322
1063;Upper Petrivtsi (OP.);369627
1064;Upper Remety (OP.);384460
1065;Upper Meadow (OP.);375512
1066;Upper Lukavets (OP.);369530
1067;Upper Tokmak I;477608
1068;Upper Tokmak II;477423
1069;Upper Plot (OP.);330812
1070;Verkhovtsevo;456404
1071;Verkhutino;149022
1072;Verchany (OP.);377429
1073;Top (rzd.);348068
1074;Cheerful (OP.);507324
1075;Veselinovo;412800
1076;Veselka (OP.);335638
1077;Veselovsky (OP.);145445
1078;Merry Kut (OP.);420012
1079;Merry Kut;406301
1080;Cheerful Hem;427505
1081;Veseta;117801
1082;Spring;705602
1083;Vesnivka (OP.);362423
1084;Vesnyanka (OP.);359030
1085;Wesse (OP.);82021
1086;Vetlyanka (OP.);666817
1087;Vetrino (OP.);165152
1088;Vecaki;96164
1089;Vecdaugava (OP.);96215
1090;Vecumnieki;92203
1091;Evening Kut;457801
1092;Explosive (rzd.);508740
1093;Vivchitsk (OP.);358432
1094;Viganti;113425
1095;Vigurichi (OP.);357533
1096;Vision (OP.);348746
1097;Vidibor;139302
1098;Vidinov;389229
1099;Vidukle;106402
1100;Viesturi (OP.);91832
1101;Vizhnitsa;389708
1102;Victoria;333609
1103;Viktorovka (OP.);401524
1104;Vileyka;163602
1105;Vilivere (OP);88365
1106;Vilkavishkis;124203
1107;forks;384302
1108;Viluvere (OP.);88581
1109;Pitchfork;429604
1110;Vilkiciai;108605
1111;Vilnius;120005
1112;Vilkhova (OP.);346914
1113;Vilcha;347005
1114;Wilshanitsa (OP.);340227
1115;Wilshanka (OP.);386216
1116;Viljandi;88905
1117;Vilany;113800
1118;Vinnitsa;335801
1119;Vinnitsa-Gruzovaya (OP.);335816
1120;Vineyards (OP.);488528
1121;Vinogradovo Small;384583
1122;Vinogradovo-Zakarpatskoe;384403
1123;Virevka;327504
1124;Virkens (OP.);90312
1125;Virsky;155042
1126;vira;444905
1127;whiskey;423608
1128;Visterniceni;391214
1129;Vistova (OP.);387717
1130;Visun;468007
1131;Vitebsk;160002
1132;Vitovtsy (OP.);336024
1133;Vitba;166009
1134;Vishki;113431
1135;Vishnevetskoye;453800
1136;Vishnevka;690407
1137;Cherry;321404
1138;Cherry;321404
1139;Cherry Orchard (OP.);330437
1140;Cherries (OP.);321141
1141;Vladimir-Volynsky;353208
1142;Vladimirovka;422696
1143;Vlasovka;441803
1144;Vlodava;132407
1145;Vovchiy;383631
1146;Aquarius;442007
1147;Plumbing (OP.);496914
1148;Water;449203
1149;Water (OP.);411121
1150;Water (OP.);449612
1151;Fire (OP);495639
1152;Vozlyakovo (OP.);349522
1153;Voznesensk;413004
1154;Voigyans (OP.);162436
1155;Voykovo;487525
1156;Voinovka (OP);423519
1157;Voiteshin (OP.);134243
1158;Voitkovichi (OP.);136732
1159;Voitovtsy;330206
1160;Voitsekhovo (OP.);450427
1161;Woke (OP.);120819
1162;Volitsa (OP.);343556
1163;Volkovtsy (OP.);333810
1164;Volkovtsy Turilche (OP.);364113
1165;Volkovysk-City (OP.);136713
1166;Volkovysk-Central;136709
1167;Volnovakha;486202
1168;Volovets;383701
1169;Volovniki (OP.);158252
1170;Volodarskoye;686702
1171;Volodievtsy (OP.);332428
1172;Volodino (OP.);498727
1173;Volodya (OP.);163922
1174;Volozhin;162607
1175;Voloka (OP.);368237
1176;Voloki (OP.);156539
1177;Voloskovnya;159113
1178;Volosskoye (OP.);331016
1179;Volosyanka (OP.);375326
1180;Volosyanka-Zakarpatskaya;382126
1181;Volotova (OP.);150547
1182;Volochisk;330102
1183;Voloshino (OP.);349518
1184;Voloshki (OP.);356649
1185;Voludryns (OP.);333740
1186;Volfino (exp.);326408
1187;Volfino;327307
1188;Volchansk (exp.);432804
1189;Volchansk;433506
1190;Volcheyarskaya;498106
1191;Volchkovichi (OP.);144616
1192;Volchkovtsy (OP.);389214
1193;Volynsky Lyublino- (red.);353903
1194;Volintsevo;488800
1195;Volyn (rzd.);353023
1196;Volnogorsk;456508
1197;Free (rzd.);452066
1198;Free Bows (OP.);414238
1199;Volnyansk;464701
1200;Will (OP);488231
1201;Will Holoevskaya;370805
1202;Vonichi;157207
1203;Vorbuse (OP.);84627
1204;Vorvolins (OP.);365012
1205;Vorzel (OP.);322021
1206;Divination;329302
1207;Divination (exp.);329406
1208;Crow (OP);388527
1209;little crow;386428
1210;Voroninskaya;683136
1211;Voronkovtsy (rzd.);334118
1212;Voronovitsy;335905
1213;Voronovo (OP.);137816
1214;Voropaevo;164408
1215;Gate KMZ (OP.);491817
1216;Collar (OP.);138634
1217;Vorokhta;386502
1218;Vorochevo (OP.);381513
1219;Vorshitsa (BP.);336880
1220;wax slaughterhouse;456103
1221;Resurrection;503605
1222;East (OP);139162
1223;East (OP);402828
1224;Eastern (rzd.);725818
1225;Eastern (OP.);448889
1226;Voyutychi (OP.);374952
1227;Vradievka;407304
1228;Carpenter (OP);480916
1229;Counter-Donetsk (OP.);508721
1230;Counter;450200
1231;Vuzlovoe (OP.);371598
1232;Vulcanesti;398406
1233;Vulka-Antopolskaya (OP.);132820
1234;Vulka-Luninetskaya (OP.);133452
1235;Yesterday (OP);342812
1236;selection;378922
1237;Vygnanka;363708
1238;Vygov (OP.);348712
1239;Benefit;387505
1240;Benefit;405402
1241;Benefit;138225
1242;Vydershchina (OP.);142019
1243;Otter (OP);165720
1244;Notch (OP.);495038
1245;Vyzhva (rzd.);354408
1246;Climbing (OP.);133467
1247;V?ru;85507
1248;High (OP);338532
1249;High-City (OP.);131713
1250;Vysoko-Litovsk;131705
1251;Vysoko-Litovsk (exp.);131809
1252;Vysokopolye;416708
1253;Vysotskoye;413521
1254;Flasher (OP);445857
1255;Vystupovichi (OP.);347710
1256;Vykhma;88806
1257;Vyshgorodok (OP.);360273
1258;Vyshgorodskaya (OP.);320628
1259;Velchinets (exp.);395200
1260;Valchinets;394301
1261;Vyageva;84311
1262;Elm (OP.);328916
1263;Binding (OP.);143416
1264;Vyanta;126317
1265;Vyatny (OP.);168324
1266;Gabakly;757503
1267;Gaviese (OP);98668
1268;Gavrilovka;492701
1269;Gavrish;446525
1270;Gavya;162309
1271;Gagra;574304
1272;Gagra-Pavilion (OP.);574314
1273;Haji Zeynalabdin;546302
1274;Hajigabul (former Kazi-Magomed);554202
1275;Gadzhiyevo;554310
1276;Gadjilu (rezd.);551830
1277;Gadzinka (OP.);345659
1278;Gadyach;427007
1279;GasolinePlant (OP.);548112
1280;Gas (OP.);446741
1281;Gasjack (exp.);758008
1282;Gasojak;757908
1283;Guy the Great (OP.);360080
1284;Guy (OP);146842
1285;Guy (OP);343719
1286;Guyvoron;409704
1287;Guyvoron (narrow);409719
1288;Gaijunai;124504
1289;Gysin;336700
1290;Gaisma (OP.);90011
1291;Gaichur;463200
1292;Galaba;736304
1293;Galaba (exp.);736403
1294;Galaganovka;419369
1295;Galaybino (OP.);326319
1296;Galaimore;755902
1297;GaleschinaGal;447000
1298;Gali;573109
1299;Galino (rzd.);344425
1300;Galinovka (OP.);345926
1301;Galich;388207
1302;Galicia (OP.);357317
1303;Jackdaw;428809
1304;Galkynysh;757310
1305;Gallyaaral;727207
1306;Gamarjveba (OP.);561615
1307;Gangura (OP.);399413
1308;Hansa (OP.);563536
1309;Ganovka;447104
1310;Gantiadi;574403
1311;Gantiadi (exp.);574704
1312;Ganusino (OP);341639
1313;Gantsevichi (closed from 1.07.09 according to ? 1);139603
1314;Ganyushkino;662303
1315;Gara Bork;550822
1316;Garavulguiy;750449
1317;Garagum;751403
1318;Garadil (OP);546579
1319;Garatengir;754261
1320;Garbuzovka (OP.);433421
1321;Garbuzovka (OP.);445876
1322;Gardabani (exp.);563606
1323;Gardabani;562603
1324;Garkalne;95509
1325;Garliava (OP.);123126
1326;Garmansagat;751920
1327;Garnishevka (OP.);330117
1328;Garosa;92515
1329;Garupe (OP.);96130
1330;Garciems (OP.);96145
1331;Garybat;751507
1332;Gasimov MagomedIsa Ogly;551444
1333;Gauti (OP);163212
1334;Gauja (OP.);96111
1335;Gachiani (exp.);562821
1336;Gachiani;562800
1337;Gwandra (OP);574028
1338;Gvozdets;388902
1339;Geikowka;467907
1340;Geilarchel;554402
1341;Geishaban;553801
1342;G?kdepe;753201
1343;Geksuyri;751615
1344;Gelati;575406
1345;Genichesk;475509
1346;Heinrichovka;409507
1347;Geologist (OP.);154463
1348;Geological (OP.);422925
1349;Geran;555900
1350;Gerasimovka (OP.);491925
1351;Germakovka (OP.);364128
1352;Gerogly;753700
1353;Gersevanovsky;443000
1354;Gershunovka (OP.);396519
1355;Getap (rzd.);566515
1356;Gibulichi (OP.);135284
1357;Ghidighich;391407
1358;Gievka (OP.);449720
1359;gizdita;393614
1360;Giluichiai (OP.);123681
1361;Gilgil-Tea;545701
1362;Gimbogala;125140
1363;Ghindeshti;395709
1364;Gineevka (OP.);444229
1365;Girne (OP.);377113
1366;Giruliai;107852
1367;Glavany;404039
1368;Glazing (OP.);505329
1369;Glebova Rudnya (OP.);147510
1370;Glebovichi;378900
1371;Glevakha (OP.);321211
1372;Glinenka (OP.);324239
1373;Glinna-Navariya;378008
1374;Glinsk (OP.);350017
1375;Glinsko (OP.);372317
1376;Clay (OP.);412124
1377;Globino;427609
1378;Gloden;393101
1379;Deep-Bukovina;368400
1380;Deep;164906
1381;Glubochanka;712803
1382;Glubochek-Great;360709
1383;Gluda;92801
1384;Glukhov;328403
1385;Glukhovtsy (OP.);342427
1386;Glushanino (rzd.);161113
1387;Glushkovka (OP.);431430
1388;Glybnoe (OP.);433811
1389;Glances (OP.);148316
1390;Gnadenthal;403816
1391;Gnezdychev;378309
1392;rotting;335604
1393;Gnidava;357707
1394;Rotten (OP);433224
1395;Goba (OP.);92125
1396;Gobustan (former Duvanny);548409
1397;Hovsan;547800
1398;Govshut;752105
1399;Gogolevo;447903
1400;Godutishki (OP.);164342
1401;Godynkovtsy;363604
1402;Years-Turk;388705
1403;golevitsy;153850
1404;Golendra;337101
1405;Holoby;358502
1406;Golovanevsk (narrow);409780
1407;Golovanevsk;410100
1408;Golovach (OP.);447547
1409;Golovachanskaya (OP.);447532
1410;Golovashevka;445109
1411;Heads (OP.);347334
1412;Goloskov (OP);388616
1413;Goloshevka (OP.);142112
1414;golubichi;324309
1415;Golubovka;495517
1416;Golubovo (OP.);447316
1417;Golynets;157508
1418;Golynka (OP.);136253
1419;Golyn (OP.);387628
1420;Golmovskaya (OP.);494035
1421;Gomel;150000
1422;Gomel-Odd (OP.);150034
1423;Gomel-Northern;150104
1424;Gomel-Even (OP.);150119
1425;Gomi (exp.);578620
1426;gomi;578601
1427;Gomonovka (OP.);146132
1428;Gonorovka (PP.);408129
1429;Goncharovka (OP.);431642
1430;Potters (OP);137627
1431;Horadiz;551806
1432;Gorbashi;345803
1433;Gordievka (OP.);341910
1434;Pride (OP.);344751
1435;Gordyshevka (rzd.);421335
1436;Gori;579002
1437;Gori (exp.);579036
1438;Gori-Gruzovaya (OP.);579201
1439;Adonis (OP.);509014
1440;Gorka (OP.);425113
1441;Gorlovka (until 31.12.10g according to ? 10n);483007
1442;Gornostaevka (exp.);323908
1443;Gornostaevka;324101
1444;Miner;371206
1445;Miner;504222
1446;Gornyatskaya (OP.);495610
1447;Gorodenko-Gorod (OP.);389017
1448;Gorodenko-Zavod;389002
1449;Gorodets;132801
1450;Gorodeya;138600
1451;Settlement (OP.);379028
1452;Settlement;422408
1453;Settlement;140901
1454;Gorodnya;327103
1455;Gorodnyansky (PP.);166418
1456;Gorodovichi (OP.);374914
1457;Town;160604
1458;Gorodok (OP.);425923
1459;Gorodok (OP.);403939
1460;Gorodok-Lvovsky;374609
1461;gorodshchina;157527
1462;Gorozha (OP.);146471
1463;Citizens;414740
1464;Gorokhov;357302
1465;Gorokhovka;415008
1466;Gorochici;154105
1467;Goroshkov (OP.);338528
1468;Horyn (exp.);138808
1469;Horyn;139209
1470;Goryn-junction;139213
1471;Goryainovo;451307
1472;Goryany;161128
1473;Gotesti;396805
1474;Gotch;753625
1475;Gosh (rzd.);568629
1476;Grabarovka;428601
1477;Grabovka (OP.);150316
1478;Grada (OP.);345023
1479;Civilian (rzd.);442647
1480;Grakali;579604
1481;Grakowka;508914
1482;Grakowka (exp.);508900
1483;Grakovo;430601
1484;granite;348708
1485;Granovo (OP.);456423
1486;Comb;428300
1487;Grebenov;376801
1488;Scallop (rzd.);574333
1489;Grebnevo (OP.);168714
1490;Gredky (OP.);354446
1491;Dreaming (OP.);346810
1492;Greigovo;414806
1493;Greek;457407
1494;Grenikovka (OP.);432018
1495;Grehili-Aveji (OP.);576822
1496;Greek Moving (OP.);330615
1497;Greeks;330600
1498;Buckwheat (exp.);398603
1499;Buckwheat;398505
1500;mushrooms;160731
1501;Gribova Rudnya;324205
1502;Mane;112403
1503;Grivyatki (OP.);354041
1504;Grigorovka (OP.);492631
1505;Grigorovka;426023
1506;Grigoro-Ivanovka (OP.);323838
1507;Grimailov;361100
1508;Grinki (OP.);136910
1509;Grinauti;393915
1510;Gritsevets;134506
1511;Gritsky (OP);135617
1512;Grishans (OP.);160017
1513;Grishki (OP.);429341
1514;Grishki (OP.);331124
1515;Grobina (OP.);98691
1516;Grodno;135208
1517;Grodovka;482108
1518;Thunderstorm (rzd.);430423
1519;Gruzeikiai (OP.);108427
1520;Georgians;330422
1521;Georgian (OP.);329016
1522;Grunchmazar;743801
1523;Grushevka (OP.);150710
1524;Grushevo (OP.);385618
1525;Pear (OP.);505615
1526;Pear (narrow);409776
1527;GRES (OP.);388118
1528;Ridge (OP.);149215
1529;Gubarevka;446402
1530;Province;125808
1531;Gubinikha;452206
1532;Gubnik;409102
1533;Gugnya (rzd.);666338
1534;Goodbye (OP.);106830
1535;Gudauta;574102
1536;Gujunai;125121
1537;Gudzovka;421706
1538;Gudogai (exp.);164107
1539;Gudogai;163000
1540;Gudogai-junction;163034
1541;Hoods;137701
1542;Huzar;733706
1543;Goofy (OP.);383716
1544;Gulanly;756500
1545;Gulbene;111608
1546;Gulevtsy;337008
1547;Gulistan;725004
1548;Gulbach (OP.);740625
1549;Gulbahor (OP.);724020
1550;Gulsk (OP.);348093
1551;Gulyaipole (OP.);361219
1552;Gulyaipole;463107
1553;Walkers (OP.);393934
1554;Gumbaz;728017
1555;Humennoe (OP.);335854
1556;Gumentsy (until 31.12.09 8n;southwestern
1557;Gup (OP.);573330
1558;Gura Kainarului (OP.);395427
1559;Gura Kamenchiy (OP.);395613
1560;Gurbangala;750805
1561;Gurbansoltan Eje;752504
1562;Gurjaani;561901
1563;Guria (OP.);570510
1564;Gusakovo (rzd.);421411
1565;Hussarka;462547
1566;Gusarovka;492504
1567;Gusarovka (OP.);346833
1568;Goose;433008
1569;Gustonis;127201
1570;Gusyatin;363407
1571;Guta (OP.);164836
1572;Hutno;138009
1573;Guts;446606
1574;Gushchin (OP.);354520
1575;Gypdzhak;753004
1576;Gyrakh Kesemen (OP.);557228
1577;Gyrbova;394208
1578;Guzdek;546600
1579;Gyumri;565809
1580;Gusha;754401
1581;Gyavers;752618
1582;Ganja;556208
1583;GanjachayHaji Zeynalabdin;556246
1584;Gyarkonis (OP.);129118
1585;Daba (OP);577632
1586;Daba-Dzveli (OP.);575514
1587;Davlet-Agach;404024
1588;Davydov;378506
1589;Dyke (rzd.);553110
1590;Dainava (OP.);123658
1591;Dala;700909
1592;Dala-Kainar (OP.);703024
1593;Dalaric;566801
1594;Dalbe (OP.);91512
1595;Far (OP);137557
1596;Daliguzar;722307
1597;Dalimamedli;556000
1598;Dalnitsky Pereezd (OP.);400254
1599;Dam (OP);547942
1600;Dangara;748203
1601;Danilov Most (OP.);147830
1602;Danilovka (OP.);321194
1603;Danilovka (OP.);414836
1604;Danilovtsy (OP.);137222
1605;Dapnari (OP);570050
1606;Daraganovo;149234
1607;Darbaza;704205
1608;Darbenay;107142
1609;Darganata;757700
1610;Darzini (OP);90030
1611;Darius;675727
1612;darkveti;576343
1613;Darlivoe (OP.);158132
1614;Darnitsa;320007
1615;Darnitsa-Depot (OP.);320011
1616;Gifts (OP);157718
1617;Daryevka;501402
1618;Daryevka (OP.);421674
1619;Dasta Dat (rzd.);550038
1620;Daugava;91902
1621;Daugavpils;110003
1622;Daugavpils-Shkiroshanas;110107
1623;Daugmale (OP.);90055
1624;Daudzeva;92002
1625;Daut;688407
1626;Dacha (OP.);391021
1627;Summer cottages (OP.);430813
1628;Dachnaya (OP.);146734
1629;Dachnaya (OP.);334334
1630;Dachnaya;405309
1631;Dachna;359050
1632;Dachnoe (OP.);132229
1633;Country (OP.);423398
1634;Country (OP.);150343
1635;Dashburun;551906
1636;Dashevskaya;420510
1637;Dashkepri;755705
1638;Dashkovka;156242
1639;Dashoguz (exp.);758205
1640;Dashoguz;758101
1641;Dashrabat;749507
1642;Dasht;733509
1643;Dashtobod;726609
1644;Dashukovka;421903
1645;Dviri (OP.);577691
1646;Palace (OP);138210
1647;Palace of Culture (OP.);547745
1648;Butler (OP.);356672
1649;Butler (OP.);340513
1650;DVRZ (OP.);320026
1651;Dvurechnaya;432005
1652;Debaltseve;500202
1653;Debaltseve-Sorting;500005
1654;Devladovo;458306
1655;Degas (OP);116832
1656;Degelen;709707
1657;Degtyany (OP.);139020
1658;Degtyarevka;143702
1659;Degtyarevka-Technical;143717
1660;Dednovo (OP.);147027
1661;Dedovka (OP.);152167
1662;Dezginzhya (OP.);397244
1663;Dekonskaya;496204
1664;Business (OP.);386220
1665;Delbegetey;709228
1666;Delyatyn;386606
1667;Demayka (OP.);324722
1668;Demenkovo (OP.);507822
1669;Demehi;154459
1670;Demidovka (OP.);335515
1671;Demkovka;408805
1672;Demurino;481707
1673;Demchin (OP.);343222
1674;Denau;736009
1675;Dengofovka;338602
1676;Arboretum (OP.);93819
1677;Denisovka;683600
1678;Denisov-Kupchintse;362508
1679;Dennoy (rzd.);666821
1680;Depot (OP.);476018
1681;Depot (OP.);546827
1682;Depot (OP.);158144
1683;Depot (OP.);405046
1684;Depot Zasulauks (OP.);96728
1685;Depovskaya (OP.);155023
1686;Depot-Locomotive (OP.);411850
1687;Depot-Odessa-Sort. (OP.);400038
1688;Depo-Knot (OP.);450056
1689;Depreparation;500306
1690;Derazhnya;331001
1691;Dervishlyar (resp.);550517
1692;Derganovka (OP.);339323
1693;Dergachi;432202
1694;Trees (OP.);327237
1695;Trees;149222
1696;Derezovka (OP.);492519
1697;Derenevka;363002
1698;Derkul;665208
1699;Dertguiy;751511
1700;Dertka (OP.);341732
1701;Desenka (OP.);335869
1702;Detkovichi (OP.);137063
1703;Jabbor Rasulov (former Proletarsk);747709
1704;Jajur;565601
1705;Jalagash;671406
1706;Jalal-Abad (exp.);718405
1707;Jalilabad;553303
1708;Jaloliddini Rumi (former Kolkhozabad) (exp.);746903
1709;Jaloliddini Rumi (former Kolkhozabad);746509
1710;Jam;728036
1711;Jambay;727601
1712;Jambul;706304
1713;Janahyr;753818
1714;Japan;570224
1715;Dzharkul;684603
1716;Jarkurgan;735400
1717;Jvari (OP.);573006
1718;Jgun (OP.);442011
1719;Jebel;754204
1720;Jemantouz;693104
1721;Jerat (OP);546475
1722;Dzhetygara;683808
1723;Jetysay;704008
1724;Dzhigaevka (OP.);327449
1725;Jizzakh;726903
1726;Gilga;699900
1727;Jil-Aryk;717506
1728;Jimbuluk (OP.);475341
1729;Jocoveti (OP);576220
1730;Joltai (OP);398834
1731;Jukste (OP);97631
1732;Julinka;409600
1733;Julfa;550004
1734;Julfa (exp.);550108
1735;Juma;728106
1736;Juma-Dzhambulskaya;706747
1737;Jumati;570506
1738;Dzhumurtau (exp.);738004
1739;Jumurtau;737904
1740;Giurgiulesti;397600
1741;Giurgiulesti (BJ) (exp.);397901
1742;Giurgiulesti (UZ) (exp.);397704
1743;Giurgiulesti (CFR) (exp.);397808
1744;Giurgiulesti-Port (exp.);398001
1745;Dzhuryn (OP.);364518
1746;Dzhusaly;670901
1747;Dzvinyach (OP.);365116
1748;Dzegam;556903
1749;Dzegwi (exp.);560523
1750;Dzegwi;560504
1751;Dzelzawa (OP);116917
1752;Dzerzhinsk (OP.);144442
1753;Jiguri (OP);571710
1754;Dzinilor;404306
1755;Dzintari (OP.);97133
1756;Dzirula;576705
1757;Dzyunkov (OP.);338759
1758;Dibrova (OP.);385641
1759;Dibrova (OP.);388531
1760;Dibrovka (PP.);407821
1761;Dibrovo (OP.);443688
1762;Divashtich (former Kurganch);748307
1763;Divlin (OP);349221
1764;Digmay (rzd.);747713
1765;Didube (OP.);560218
1766;Dievka;451400
1767;Dikalovka (OP.);150320
1768;Dikanevka (OP.);440853
1769;Dikovka (OP.);410044
1770;Dilijan;568605
1771;Dimzas (OP.);91851
1772;Dina Nurpeisova (srzd.);662407
1773;Dina Nurpeisova (rzd) (exp.);662002
1774;Ditva (OP);137631
1775;Ditriki (OP.);137650
1776;Dmitrievka (OP.);491215
1777;Dmitry (OP.);377838
1778;Dmitrovka (OP.);414327
1779;Dneprovskaya (OP.);417857
1780;Dniprovska;456207
